,Close,Signal,capital,shares
452,766.4000244140625,-1.0,771.8656005859375,0
453,762.4000244140625,-1.0,771.8656005859375,0
454,783.9500122070312,-1.0,771.8656005859375,0
455,775.0999755859375,-1.0,771.8656005859375,0
456,786.0,-1.0,771.8656005859375,0
457,792.0999755859375,-1.0,771.8656005859375,0
458,775.9000244140625,-1.0,771.8656005859375,0
459,769.9000244140625,-1.0,771.8656005859375,0
460,770.2999877929688,-1.0,771.8656005859375,0
461,778.0999755859375,-1.0,771.8656005859375,0
462,793.5,-1.0,771.8656005859375,0
463,798.2999877929688,-1.0,771.8656005859375,0
464,797.9500122070312,-1.0,771.8656005859375,0
465,789.9000244140625,-1.0,771.8656005859375,0
466,775.2999877929688,-1.0,771.8656005859375,0
467,755.3499755859375,-1.0,771.8656005859375,0
468,738.5,-1.0,771.8656005859375,0
469,744.2000122070312,-1.0,771.8656005859375,0
470,761.0499877929688,-1.0,771.8656005859375,0
471,775.2999877929688,-1.0,771.8656005859375,0
472,775.2999877929688,-1.0,771.8656005859375,0
473,801.7000122070312,-1.0,771.8656005859375,0
474,783.7999877929688,-1.0,771.8656005859375,0
475,792.7999877929688,-1.0,771.8656005859375,0
476,769.2000122070312,-1.0,771.8656005859375,0
477,793.0499877929688,-1.0,771.8656005859375,0
478,794.3499755859375,-1.0,771.8656005859375,0
479,774.5999755859375,-1.0,771.8656005859375,0
480,777.9500122070312,-1.0,771.8656005859375,0
481,785.75,-1.0,771.8656005859375,0
482,776.0999755859375,-1.0,771.8656005859375,0
483,777.0,-1.0,771.8656005859375,0
484,762.4000244140625,-1.0,771.8656005859375,0
485,760.8499755859375,-1.0,771.8656005859375,0
486,743.5499877929688,-1.0,771.8656005859375,0
487,730.0,-1.0,771.8656005859375,0
488,730.25,-1.0,771.8656005859375,0
489,742.5499877929688,-1.0,771.8656005859375,0
490,743.2000122070312,-1.0,771.8656005859375,0
491,716.0499877929688,-1.0,771.8656005859375,0
492,706.6500244140625,-1.0,771.8656005859375,0
493,704.5,-1.0,771.8656005859375,0
494,729.0499877929688,-1.0,771.8656005859375,0
495,721.4500122070312,-1.0,771.8656005859375,0
496,721.8499755859375,-1.0,771.8656005859375,0
497,712.7000122070312,-1.0,771.8656005859375,0
498,728.0,-1.0,771.8656005859375,0
499,719.9000244140625,-1.0,771.8656005859375,0
500,730.9000244140625,-1.0,771.8656005859375,0
501,727.1500244140625,-1.0,771.8656005859375,0
502,714.0499877929688,-1.0,771.8656005859375,0
